,Status,City
3182,current,Kampungbaru
3183,current,Ciawi
3184,current,Ciawi
3185,current,Cihurip Satu
3186,current,Tangsi
3187,current,Cikopo
3188,current,Sindangtamu
3189,current,Karangsirna
3190,current,Cintawana
3191,current,Parumasan
3192,current,Dusundesa
3193,current,Tenjosari
3194,current,Ciceuri
3195,current,Pasir
3196,current,Cibongas
3197,current,Cukangawi
3198,current,Ciengang
3199,current,Nanggorak
3200,current,Salopa
3201,current,Cihateup
3202,current,Cibunter
3203,current,Mekarjaya
3204,current,Cikadu
3205,current,Cikadu
3206,current,Sukamukti
3207,current,Cigunung
3208,current,Cikancra
3209,current,Timbulsari
3210,current,Mandalasari
3211,current,Tabrik
3212,current,Wargakerta
3213,current,Cikadongdong
3214,current,Karyamandala
3215,current,Kudang
3216,current,Kudang
3217,current,Burujul Tengah
3218,current,Golacir
3219,current,Cihanjuang
3220,current,Cihanjuang
3221,current,Karangmulya
3222,current,Rancabakung
3223,success,Singaparna
3224,current,Menol
3225,current,Gintung
3226,current,Datarkadu
3227,current,Cisaro
3228,current,Cibabakan
3229,current,Gawul
3230,current,Pasirsalam
3231,current,Babakankiray
3232,current,Pasirtujuhpuluh
3233,current,Cisayong
3234,current,Barengkok
3235,current,Pangeureunan
3236,current,Kalapagenep
3237,current,Pepayan
3238,current,Garunggang
3239,current,Pangalengan
3240,current,Pawitan
3241,current,Nagrok
3242,current,Pugeran
3243,current,Cibongkok
3244,current,Lengkongjaya
3245,current,Ciganaria
3246,current,Citamiang
3247,current,Sagobog
3248,current,Sindangrasa
3249,current,Cikeusal
3250,current,Sukasukur
3251,current,Ciwidara
3252,current,Salawu
3253,current,Sukahening
3254,current,Panugeran
3255,current,Pasirbatang
3256,current,Pakalongan
3257,success,Simpang
3258,current,Tanjunghurip
3259,current,Cipanas
3260,current,Papayan
3261,current,Salawi
3262,success,Rajapolah
3263,current,Cibalong
3264,current,Pakemitan
3265,current,Situ
3266,current,Singkir
3267,current,Cibatuireng
3268,current,Karangsari
3269,current,Bojongsari
3270,current,Bojongsari
3271,current,Ciseuti Girang
3272,current,Cilated
3273,current,Puspajaya
3274,current,Sukapancar
3275,current,Desakolot
3276,current,Bugel
3277,current,Pamoyanan
3278,current,Cihonje
3279,current,Wangunsari
3280,current,Cijangkar
3281,current,Cikalong
3282,current,Cikalong
3283,current,Cipedes
3284,current,Cisitu Kaler
3285,current,Pasiripis
3286,current,Jantake
3287,current,Sukamenak
3288,current,Sukamenak
3289,current,Tonjongsari
3290,current,Sempur
3291,current,Sukamanah
3292,current,Puteran Kidul
3293,current,Sukasetia
3294,current,Datarnangka
3295,current,Petakan
3296,current,Nempel
3297,current,Nangtang
3298,current,Cihaseum
3299,current,Cimanglid
3300,current,Cimanglid
3301,current,Deudeul
3302,current,Rajamandala
3303,current,Pusparahayu
3304,current,Panayagan
3305,current,Sinagar
3306,current,Warungpeuteuy
3307,current,Batulawang
3308,current,Cibuntu
3309,current,Pagerageung Tengah
3310,current,Cikendi
3311,success,Cicurug
3312,current,Cigorowong
3313,current,Cibenda
3314,current,Desa Cilangkap
3315,current,Lengkongbarang
3316,current,Cigembor
3317,current,Kertanegla
3318,current,Palumbungan
3319,current,Ciranca
3320,current,Jamupu
3321,current,Sodong Hilir
3322,current,Nangerang
3323,current,Datarsitu
3324,current,Padakarya
3325,current,Manonjaya
3326,current,Awilega
3327,current,Patrol
3328,current,Arjasari
3329,current,Cikatulampa
3330,current,Gereba
3331,current,Pesantren
3332,current,Gunungbatara
3333,current,Cihideung
3334,current,Karangagung Timur
3335,current,Cintaratu
3336,current,Purworejo
3337,current,Ciwarulang
3338,current,Bojongbenteng
3339,current,Pamadangan
3340,current,Leles
3341,current,Warungawi
3342,current,Ngamprah
3343,current,Sukamulya
3344,current,Sukamulya
3345,current,Dampit Satu
3346,current,Gelarmukti
3347,current,Cimanggu
3348,current,Cimanggu
3349,current,Balegede
3350,current,Tegalpanjang
3351,current,Jatisari
3352,current,Sawahrandu
3353,current,Cigarogol
3354,current,Sukadami
3355,current,Selajambe
3356,current,Kebonkopi
3357,current,Kalapanunggal
3358,current,Calingcing
3359,current,Muaracikadu
3360,current,Cimalati
3361,current,Sinarharapan
3362,current,Panyindangan
3363,current,Legokbuluh
3364,current,Tegalheras
3365,current,Sinarwangi
3366,current,Kendalngupuk
3367,current,Ciburang
3368,current,Gunungbitung
3369,current,Mekarsari
3370,current,Cibeber
3371,current,Ciguha Tengah
3372,current,Babakantugu
3373,current,Ciduren
3374,current,Warungsimpang
3375,current,Cibogo Dua
3376,success,Caringin
3377,current,Ankola
3378,current,Pasirawi
3379,current,Parabon
3380,current,Babakan
3381,current,Babakan
3382,current,Ciparay
3383,current,Karangpawitan
3384,current,Ciawitali
3385,current,Babakanbandung
3386,current,Pancalan
3387,current,Puncakwangi
3388,current,Puncakwangi
3389,current,Sukasirna
3390,current,Gunungwaru Satu
3391,current,Baranti
3392,current,Cisasak
3393,current,Walagar
3394,current,Bungbangsari
3395,current,Ciherang
3396,current,Kebonkaret
3397,current,Kebonkaret
3398,current,Tanggeung
3399,current,Puncak
3400,current,Babakanlapang
3401,current,Wanasari
3402,current,Nagasari
3403,current,Gunungbatu
3404,current,Gunungbatu
3405,current,Sukasari
3406,current,Wangun
3407,current,Cikulina
3408,current,Malati
3409,current,Mekarjaya
3410,current,Sinarbakti
3411,current,Sindangbarang
3412,current,Kalibaru
3413,current,Sirnasari
3414,current,Puncakbaru
3415,current,Cibodas
3416,current,Selagedang Dua
3417,current,Cibinong Satu
3418,current,Tanahbeureum
3419,current,Cikamurang
3420,current,Cibuluh
3421,current,Sukarama
3422,current,Takokak
3423,current,Rawawilis
3424,current,Situwangi
3425,current,Bebedahan
3426,current,Karamat
3427,current,Citamiang
3428,current,Sukakarya
3429,current,Ciodeng
3430,current,Pagadungan
3431,current,Cihamerang
3432,success,Simpang
3433,success,Simpang
3434,success,Simpang
3435,current,Solokpandan
3436,current,Cikendal
3437,current,Sukanagara
3438,current,Sukarame
3439,current,Bojonglarang
3440,current,Pamoyanan
3441,current,Wangunjaya
3442,current,Gintungsari
3443,current,Panineungan
3444,current,Sukamahi Satu
3445,current,Campaka
3446,current,Batukarut
3447,current,Cireundeu
3448,current,Batulawang
3449,current,Sumur
3450,current,Mitrabakti
3451,current,Purabaya
3452,success,Cikarang
3453,current,Kampungpasar
3454,current,Kertajadi
3455,current,Singkup
3456,current,Singkup
3457,current,Cianjur
3458,current,Tugu
3459,current,Kadupandak
3460,current,Sukaasih
3461,current,Pasirmanggu
3462,current,Binongsari
3463,current,Tanggeung Kolot
3464,current,Naringgul
3465,current,Cibitung
3466,current,Cibitung
3467,current,Awilega
3468,current,Cikole
3469,current,Babakansumur
3470,current,Kupel
3471,current,Pasirhuni
3472,current,Kampungdesa Pamokolan
3473,current,Karangnenggang
3474,success,Pameungpeuk
3475,current,Krikilan
3476,current,Panoongan
3477,current,Tangkolo
3478,current,Bantardendang
3479,current,Kekeran
3480,current,Sindangraja
3481,current,Sarimukti Kaler
3482,current,Nanggela
3483,current,Caruban
3484,current,Sukadana
3485,current,Kaliori
3486,current,Pasireurih
3487,city not found,Sigi Biromaru
3488,current,Batuputih
3489,current,Beringinjaya
3490,current,Kalangsari
3491,current,Sukasetia
3492,current,Kedungtulup
3493,success,Citeureup
3494,current,Pasirmalang
3495,current,Citanglar
3496,current,Jampang Tengah
3497,current,Sukajaya
3498,current,Cipicung
3499,current,Bojongjengkol
3500,current,Bojongjengkol
3501,current,Pondokaso
3502,current,Bojonggaling
3503,current,Cimanggu
3504,current,Cinagrog Girang
3505,current,Sindangsari
3506,current,Cidadap
3507,current,Cidadap
3508,current,Jampang Kulon
3509,current,Pasirpanjang
3510,current,Karajeun
3511,current,Pasirbitung
3512,current,Cimapag
3513,current,Cikujang
3514,current,Ciracap
3515,current,Cikamarang Satu
3516,current,Cibungur
3517,current,Galumpit
3518,current,Sukamaju
3519,current,Sukamaju
3520,current,Lengkong
3521,current,Cibiru
3522,current,Gunungempuk
3523,current,Rancagadog
3524,current,Cinangka
3525,current,Pasirlaja
3526,current,Pasirsongket Dua
3527,current,Surade
3528,current,Ciroyom
3529,current,Cigawir
3530,current,Cijapar
3531,current,Citegal
3532,current,Simpenan
3533,current,Ciemas Satu
3534,current,Ciawangsa
3535,current,Sindangraja
3536,current,Puncakdago
3537,current,Cileutik
3538,current,Nyalindung
3539,current,Cikiwul Satu
3540,current,Cilangkap
3541,success,Caringin
3542,current,Sirnaresmi
3543,current,Puncaksempur
3544,current,Cidolog
3545,current,Tegalbuleud
3546,current,Babakan
3547,current,Jajaway
3548,current,Liunggunung
3549,current,Cilandak
3550,current,Cisantri
3551,current,Leuwinanggung Satu
3552,current,Ciateul
3553,current,Ciparay
3554,current,Kalibunder
3555,success,Cibinong
3556,current,Ciawitali
3557,current,Cigina
3558,current,Sagaranten
3559,current,Curugkembar Satu
3560,current,Cibalung
3561,current,Ciemas
3562,current,Ciguna
3563,current,Munjul
3564,current,Tegalloa
3565,current,Cigembong
3566,current,Cibaregbeg Dua
3567,current,Puncaktugu
3568,current,Cihaur Girang
3569,current,Rancaerang
3570,current,Citampian
3571,current,Cigadung
3572,current,Ancaen
3573,current,Gunungbatu
3574,current,Nagrak
3575,current,Bojonghaur
3576,current,Padabeunghar
3577,current,Majalaya
3578,current,Citarik
3579,current,Sindangasih
3580,current,Sindangasih
3581,current,Sirnasari
3582,current,Cisolok
3583,current,Cimaja
3584,current,Cigenca
3585,current,Cisireum
3586,current,Pasirreungit
3587,current,Hegarmulya
3588,current,Pasirporong
3589,current,Suryabakti
3590,current,Nagraksari
3591,success,Simpang
3592,current,Bojonggenteng
3593,current,Pamoyanan
3594,success,Cikupa
3595,current,Buniasih
3596,current,Cigaru
3597,current,Mekarjaya Satu
3598,success,Pelabuhanratu
3599,current,Cipari Satu
3600,current,Pasirangin Tiga
3601,current,Cibangban Girang
3602,current,Kalijaga
3603,current,Datarnangka
3604,current,Legok
3605,current,Gunungkalong
3606,current,Tegaljaya
3607,current,Ciseuseupan
3608,current,Ciakar
3609,current,Cipesing
3610,current,Cibuntu
3611,current,Karadenan
3612,current,Purabaya
3613,success,Cikarang
3614,current,Bojongduren
3615,current,Cimarelang
3616,current,Ciherang Dua
3617,current,Tugu
3618,current,Ciwaru
3619,current,Ciwaru
3620,current,Buniwangi
3621,current,Karangpapak
3622,current,Pasirbenda
3623,current,Najeng
3624,current,Nangerang
3625,current,Tamanjaya Satu
3626,current,Pasirdalem
3627,current,Babakan Baru
3628,current,Ciareuy
3629,current,Puncakmanis
3630,current,Babakankaret
3631,current,Sinarjaya
3632,current,Sumurnanjung
3633,current,Gabahan
3634,current,Pelem Satu
3635,current,Beluk
3636,current,Krajan Menggare
3637,current,Tiron
3638,current,Sendang
3639,current,Kudo
3640,current,Bungkal
3641,current,Ngrayun
3642,success,Ponorogo
3643,current,Pule
3644,current,Broto
3645,current,Bibis
3646,current,Ngembel
3647,current,Melikan
3648,current,Gondang
3649,current,Wonodadi
3650,current,Dawang
3651,current,Bugis
3652,current,Slahung
3653,current,Klatakan
3654,current,Krajan Senepo
3655,current,Kembang
3656,current,Krajan Tugurejo
3657,current,Krajan Tengah
3658,current,Maron
3659,current,Krajan Mrayan
3660,current,Nambak Tengah
3661,success,Bangil
3662,current,Banggel
3663,current,Setono
3664,current,Krajan Caluk
3665,current,Krajan Selur
3666,city not found,Tatelu
3667,current,Sindangbarang
3668,current,Cimaragas
3669,current,Blumbang
3670,current,Karanganyar
3671,current,Pliwetan
3672,current,Sukahaji
3673,current,Cijulang
3674,current,Jalanbaru
3675,success,Curug
3676,current,Bangunharja
3677,current,Bulu
3678,current,Cingklung
3679,current,Banjarsari
3680,current,Kejuron
3681,current,Borehbangle
3682,current,Glondong
3683,current,Pakel
3684,current,Tanggungrejo
3685,current,Balong
3686,current,Kujung
3687,current,Krojo
3688,current,Nguluhan
3689,current,Banaran
3690,current,Banaran
3691,current,Bader
3692,current,Talun
3693,current,Waleran
3694,current,Jatisari
3695,current,Jarurejo
3696,current,Kajongan
3697,current,Jetis
3698,current,Kebonsari
3699,current,Krajan Karangsari
3700,current,Bate
3701,current,Penambangan
3702,current,Karangmulyo
3703,current,Banjaranyar
3704,current,Gadon
3705,current,Sedandang
3706,current,Pucangkrajan
3707,current,Tengger
3708,current,Tengger
3709,current,Temuji
3710,current,Dingil
3711,current,Sambonggede
3712,current,Tuwiri Wetan
3713,current,Leran Wetan
3714,current,Kembangbilo
3715,current,Sendang
3716,current,Sendang
3717,current,Sumberjo
3718,current,Merkawang
3719,current,Boto
3720,current,Kebondempet
3721,current,Sadang
3722,current,Ketodan
3723,current,Dempel
3724,current,Krajan Genaharjo
3725,current,Jojogan
3726,current,Mojoroto
3727,current,Trantang
3728,current,Senori
3729,current,Senori
3730,current,Kradenan
3731,current,Bonggol Satu
3732,current,Tanggir Timur
3733,current,Mulyoagung
3734,current,Karang
3735,current,Prambatan
3736,current,Drudikrajan
3737,current,Mekarsari
3738,current,Gesing
3739,current,Tanggung
3740,current,Gemulung
3741,current,Dikir
3742,current,Remen
3743,current,Kowang Utara
3744,current,Kelabang
3745,current,Krajan Prunggahan Wetan
3746,current,Klakeh
3747,current,Kedungmulyo
3748,current,Krajan Jamprong
3749,current,Bringin
3750,current,Pericik
3751,current,Karanggeneng
3752,current,Bangilan
3753,current,Jetak
3754,current,Ngijo
3755,current,Bancar
3756,current,Temandangjero
3757,current,Sumberejo
3758,current,Sumberarum
3759,current,Kablukan
3760,current,Kuncen
3761,current,Margorejo
3762,current,Kalipucang
3763,current,Kuti
3764,current,Karang Lor
3765,current,Tawun
3766,current,Kranggan
3767,current,Jamong
3768,current,Padasan
3769,current,Krajan Bejagung
3770,current,Paloh
3771,current,Purwosari
3772,current,Temayang
3773,current,Krajan Dermawuharjo
3774,current,Tlogowaru
3775,current,Tegalagung
3776,current,Rembes
3777,current,Tlogoagung
3778,success,Wonosari
3779,current,Kayen
3780,current,Jahulu
3781,current,Bandaran
3782,current,Sukolilo
3783,current,Dawung
3784,current,Kenanti
3785,current,Tanjang
3786,current,Kutorejo
3787,current,Guwoterus
3788,current,Kebonharjo
3789,current,Wanglu Kulon
3790,current,Merik
3791,current,Ngluwuk
3792,current,Sumurgeneng
3793,current,Bogorejo
3794,current,Gesikan
3795,current,Dukoh
3796,current,Mlangi
3797,current,Suwalan
3798,current,Gedongombo
3799,current,Bawi Kulon
3800,current,Ngablak
3801,city not found,Awarawar
3802,current,Bean
3803,current,Krajan Demit
3804,current,Semanding Barat
3805,current,Latsari
3806,current,Latsari
3807,current,Rawasan
3808,current,Pongpongan
3809,current,Jlodro
3810,current,Wanglu Wetan
3811,current,Paseyan
3812,current,Wangun
3813,current,Taraan
3814,current,Sidonganti
3815,current,Ngancar
3816,current,Sumuragung
3817,current,Ngembak
3818,current,Mundri
3819,current,Merakurak
3820,current,Kerek
3821,current,Tawangrejo
3822,current,Tawaran
3823,current,Kapu
3824,current,Klutuk
3825,current,Boncong
3826,current,Mentoso
3827,success,Sumber
3828,current,Jadi
3829,current,Weden
3830,current,Sukogunungkrajan
3831,current,Sidomukti
3832,current,Simo
3833,current,Pugoh
3834,current,Banjarjo
3835,current,Leran
3836,current,Ngimbang
3837,current,Sarang
3838,current,Bulumeduro
3839,current,Talok
3840,current,Wangi
3841,current,Pelang
3842,current,Mliwang
3843,current,Nginokrajan
3844,current,Krajan Weden
3845,current,Medalem
3846,current,Plajan
3847,current,Bejagung Kidul
3848,current,Ngulahan
3849,current,Karangtengah
3850,current,Nglateng Barat
3851,current,Sidomulyo
3852,current,Panyuran
3853,current,Setro
3854,current,Karangsari
3855,current,Mander
3856,current,Sendangharjo
3857,current,Krandenan
3858,current,Jatirogo
3859,current,Sriwing
3860,current,Pasatan
3861,current,Muruni
3862,current,Talangkembar
3863,current,Montongsekar
3864,current,Sruki
3865,current,Purworejo
3866,current,Wotsogo
3867,current,Tawangsari
3868,current,Tobo
3869,current,Jombok
3870,current,Leran Kulon
3871,current,Pandayan Dua
3872,current,Laju Kidul
3873,current,Ngujuran
3874,current,Dukuhdukuhan
3875,current,Sembungin
3876,current,Wadung
3877,current,Pucangan
3878,current,Kasiman
3879,current,Jadikrajan
3880,current,Ngrojo
3881,current,Sobontoro
3882,current,Sugiharjo
3883,current,Besowo
3884,current,Sumurgung
3885,current,Sugihan
3886,current,Tuwiri Kulon
3887,current,Mondokan
3888,current,Siding
3889,current,Palang Utara
3890,current,Karangdowo
3891,success,Karangasem
3892,current,Kedungharjo
3893,current,Banjarworo
3894,current,Cendoro Utara
3895,current,Belik
3896,current,Pesantren
3897,success,Ngawi
3898,current,Japeledok
3899,current,Bulu
3900,current,Pasedan Dua
3901,current,Kabongan Lor
3902,current,Tireman Timur
3903,current,Karanglincak
3904,current,Bangunrejo
3905,current,Narukan
3906,current,Trambalan
3907,current,Nggambel
3908,current,Kebloran
3909,current,Tanjung Utara
3910,current,Jambeyan
3911,current,Wiroto
3912,current,Ngargomulyo
3913,current,Ngelak
3914,current,Ketangi
3915,current,Ukir
3916,current,Weton
3917,current,Babagan
3918,current,Ngenden
3919,current,Sudo
3920,current,Ngaglik
3921,current,Ketanggi
3922,current,Ngodo
3923,current,Tulung
3924,current,Tegaldowo
3925,current,Krajandadapmulyo
3926,current,Pabean
3927,current,Krajanpondong
3928,current,Menara
3929,current,Rendeng
3930,current,Karangsekar
3931,current,Mlatirejo
3932,current,Pancur
3933,current,Tengger
3934,current,Bonang
3935,current,Sidowayah
3936,current,Gobreh
3937,current,Sendangmulyo
3938,current,Sendangmulyo
3939,current,Sendangmulyo
3940,current,Pentil
3941,current,Pomahan
3942,current,Belahan
3943,current,Kalilu
3944,current,Dowan
3945,current,Gondang
3946,current,Warugunung
3947,current,Pandean
3948,current,Legok
3949,current,Logung
3950,current,Majasem
3951,current,Tawangrejo
3952,current,Banowan
3953,current,Jeruk
3954,current,Kedungdoro
